STNID,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,_ID,_LATITUDE,_LONGITUDE,_ELEVATION,_STATE
USC00044555,17.2490,19.0690,20.5870,23.7310,25.8910,28.1910,29.4180,29.1360,28.9400,26.0010,19.9760,16.6880,USC00044555,36.2069,-121.1378,97.5,CA
USC00044577,12.2320,12.5950,13.3960,14.0360,15.8700,17.4070,18.5000,18.2700,18.4200,16.5720,13.5140,11.6160,USC00044577,41.5786,-124.0747,8.5,CA
USC00044647,19.3220,19.8210,19.8240,21.4000,21.8780,22.8730,25.5290,25.8400,25.9900,24.4220,21.7660,19.0910,USC00044647,33.5453,-117.7814,13.4,CA
USC00044671,6.1000,7.3050,10.3320,14.7180,18.5930,23.5490,25.2940,25.6730,21.9270,15.9000,9.5960,5.9670,USC00044671,34.2467,-117.1883,1586.5,CA
USC00044712,13.1480,17.0660,19.2370,23.6540,27.9020,32.6070,35.2450,34.3270,31.0400,26.3520,18.1050,13.0770,USC00044712,38.4919,-122.0039,57.9,CA
USC00044713,6.9130,7.8320,8.9820,13.7770,18.1590,23.2360,27.0680,26.9790,22.3650,17.1210,8.7260,5.8990,USC00044713,39.3183,-120.6392,1571.5,CA
USC00044735,20.6050,20.9910,21.2300,23.0660,23.6900,25.6320,28.9600,29.2500,28.6900,26.0100,22.5730,20.1590,USC00044735,32.7675,-117.0233,161.5,CA
USC00044838,5.2140,6.9160,9.9600,14.7680,18.3980,24.1770,28.3440,28.9140,23.4680,17.6580,8.3010,4.6210,USC00044838,41.7019,-121.5011,1453.9,CA
USC00044881,4.5700,6.8160,9.9980,15.1190,18.8660,24.7180,28.5690,27.8060,22.9270,17.7710,11.2300,5.2010,USC00044881,37.9567,-119.1194,2071.7,CA
USC00044890,13.8920,17.8770,20.6610,25.0040,29.3780,33.6420,36.1640,35.4080,32.0390,26.9010,19.2280,13.6270,USC00044890,36.3817,-119.0264,156.4,CA
USC00044957,13.9170,17.5670,20.4230,25.1590,28.9790,32.6980,35.1890,34.7080,31.4820,26.3750,18.7600,13.4050,USC00044957,36.2033,-119.0545,132.6,CA
USC00044997,12.6360,16.0450,17.8370,21.3570,24.4660,28.2170,31.0140,30.5350,28.7130,24.5120,17.0720,12.7520,USC00044997,37.6922,-121.7692,146.3,CA
USC00045026,3.7680,5.4830,7.0110,10.8210,14.6490,20.4490,23.8380,23.6970,19.1370,13.9090,6.9530,3.1020,USC00045026,36.6044,-118.7325,2052.8,CA
USC00045032,11.9450,16.6390,18.7930,23.3270,27.0160,30.3590,32.4740,31.5940,29.5160,25.2970,17.0430,11.8780,USC00045032,38.1061,-121.2878,12.2,CA
USC00045064,17.2810,17.7490,18.1330,19.8780,19.6710,21.4920,22.6370,22.8560,23.1900,22.5320,19.4740,17.0340,USC00045064,34.6539,-120.4514,29,CA
USC00045118,12.7670,17.7590,20.3280,24.4340,28.2430,32.2780,35.2090,34.4130,31.4650,26.6420,18.4680,12.4530,USC00045118,37.0564,-120.8667,36.6,CA
USC00045120,11.7760,16.1180,18.7140,23.2340,26.9050,31.2920,34.5420,33.5690,30.1430,25.1530,17.3470,11.7030,USC00045120,36.9897,-120.9297,124.1,CA
USC00045123,13.8910,16.4400,17.7720,20.9900,23.8370,26.9920,29.2220,28.4270,26.8610,23.1350,16.9900,13.4270,USC00045123,37.2319,-121.9592,111.3,CA
USC00045233,11.7880,16.4850,19.1550,24.0640,28.6460,32.8650,35.7730,34.8090,31.2820,25.8810,17.8040,11.5410,USC00045233,36.9539,-120.0378,82.3,CA
USC00045280,4.6100,5.0470,6.4350,11.1730,15.6370,20.9090,25.0900,24.6700,19.8830,14.4030,7.2270,5.2980,USC00045280,37.6478,-118.9617,2378.7,CA
USC00045311,7.2300,7.0490,8.3890,12.8400,16.8310,21.5400,25.2190,25.2800,21.3420,15.8780,8.2310,6.0750,USC00045311,40.5411,-121.5767,1752.6,CA
USC00045360,12.7020,15.7380,17.9440,22.1390,26.2620,30.8410,34.0250,33.4420,30.1880,25.1130,17.1550,12.6720,USC00045360,38.4917,-122.1242,146.3,CA
USC00045378,12.4130,16.4900,19.1520,23.2570,26.7670,29.9780,32.1070,31.1080,29.1840,24.4920,17.3030,12.5620,USC00045378,38.0131,-122.1142,12.2,CA
USC00045385,12.7580,17.1160,19.8300,24.4080,28.6430,33.0650,35.5940,34.8570,31.4440,26.1540,17.5940,12.6480,USC00045385,39.1458,-121.5853,17.4,CA
USC00045449,9.3350,10.3600,12.5630,17.5350,21.8380,26.9800,30.8550,31.1700,26.5470,20.6950,11.3790,8.5540,USC00045449,41.2514,-122.1383,999.7,CA
USC00045502,21.7420,24.4170,27.6570,32.1500,35.9530,40.2950,42.1150,41.3860,38.4410,33.0180,25.7020,20.9980,USC00045502,33.5714,-116.0767,-54.9,CA
USC00045532,11.6010,16.2700,18.8000,23.7830,27.7810,32.1600,34.7270,34.0240,30.6870,25.9270,17.2100,11.5130,USC00045532,37.2858,-120.5117,46.6,CA
USC00045679,6.5380,7.0120,8.8090,13.2740,17.4620,22.7870,26.9230,27.3250,22.2740,16.6580,8.6410,5.6760,USC00045679,40.3458,-121.6092,1485.9,CA
USC00045721,11.7590,13.0400,15.6040,20.5710,25.2420,30.8340,32.6890,31.4080,27.6940,21.7240,15.3900,11.0260,USC00045721,34.9436,-115.5469,1325.9,CA
USC00045756,14.4100,16.6020,18.5630,22.6050,27.0000,32.2160,35.4100,35.0170,30.5840,25.0880,18.0920,13.5320,USC00045756,35.0492,-118.1619,833.6,CA
USC00045790,21.1490,21.4230,22.1210,25.0880,25.8170,28.0930,31.4190,31.3470,30.0150,27.2120,23.5020,20.6610,USC00045790,34.0192,-118.1053,75,CA
USC00045795,14.2360,15.0240,15.2590,16.4590,16.6020,18.0990,18.8190,19.4360,20.2680,19.4850,16.4400,13.9250,USC00045795,36.5903,-121.91,117.3,CA
USC00045802,14.1650,14.6100,14.6770,16.1110,16.5790,18.1730,19.1140,19.9270,19.3880,18.4250,16.1660,13.9550,USC00045802,36.5928,-121.8556,37.2,CA
USC00045866,18.0160,18.2280,18.7640,19.2300,18.3430,19.3600,20.2010,20.6510,21.5220,22.1000,20.3800,17.9360,USC00045866,35.3672,-120.8456,35.1,CA
USC00045915,13.6050,14.3120,15.1110,18.9140,21.7180,25.7040,28.9560,28.9540,26.9110,22.9730,16.0080,13.3070,USC00045915,37.8792,-121.9303,661.4,CA
USC00045933,8.8260,8.8660,8.8790,12.7000,16.6950,21.4550,24.4100,24.2950,21.2110,17.0350,10.2870,8.4090,USC00045933,37.3436,-121.6425,1282,CA
USC00046006,12.5810,13.1340,13.8130,17.7080,21.4390,26.2700,28.3750,28.0060,24.6430,20.2250,15.3270,12.3000,USC00046006,34.2308,-118.0711,1740.4,CA
USC00046074,13.2170,16.4720,18.0900,21.1470,23.8730,26.4080,27.5960,26.9330,26.8630,23.9040,17.1940,13.0450,USC00046074,38.2778,-122.2647,10.7,CA
USC00046136,11.2730,12.3200,13.6810,18.1150,21.9080,26.9070,30.2860,29.9860,26.2510,21.1690,13.3720,10.3190,USC00046136,39.2467,-121.0008,847.6,CA
USC00046144,13.7870,16.3060,17.5670,19.9600,21.3720,23.6360,24.9130,24.6250,24.6330,22.1950,17.3440,13.8970,USC00046144,37.5147,-122.0325,3,CA
USC00046154,15.6950,16.5800,18.2640,22.3650,26.8570,31.1900,34.4310,33.8330,29.4780,24.7400,18.1240,15.0010,USC00046154,34.9456,-119.6828,658.4,CA
USC00046161,16.9640,18.6750,20.2070,23.5620,27.0520,29.9620,34.5450,34.7770,31.1710,26.1910,20.5030,16.0640,USC00046161,34.3933,-118.5939,538,CA
